"Year","Beach ID","Beach Name","BeachDescription","State Code","County","WaterbodyName","WaterbodyType","Beach Status","Beach Access","Beach Owner","Reported","Tier"
"2017","MI924682","Private Shoreline Beach-Bendry Point","Private Stretch from south end of Huron Bay to just north of Reeds Point on the west side","MI","BARAGA","Lake Superior","Still Water","Historical","Private","Private","N","3"
"2018","MI784132","Private Shoreline Beach-DeHass Area","Private stretch from the Mouth of Huron River toArvon Twp Park","MI","BARAGA","Lake Superior","Still Water","Historical","Private","Private","N","3"
"2017","MI784132","Private Shoreline Beach-DeHass Area","Private stretch from the Mouth of Huron River toArvon Twp Park","MI","BARAGA","Lake Superior","Still Water","Historical","Private","Private","N","3"
"2018","MI108797","Private Shoreline Beach-Finlander Bay","Stretch on southern part of Finlander Bay","MI","BARAGA","Lake Superior","Still Water","Historical","Private","Private","N","3"
"2017","MI108797","Private Shoreline Beach-Finlander Bay","Stretch on southern part of Finlander Bay","MI","BARAGA","Lake Superior","Still Water","Historical","Private","Private","N","3"
"2018","MI582385","Private Shoreline Beach-North of Sand Bay","Private stretch north of Sand Bay to Cooper Country State Forest in the north","MI","BARAGA","Lake Superior","Still Water","Historical","Private","Private","N","3"
"2017","MI582385","Private Shoreline Beach-North of Sand Bay","Private stretch north of Sand Bay to Cooper Country State Forest in the north","MI","BARAGA","Lake Superior","Still Water","Historical","Private","Private","N","3"
"2018","MI226960","Private Shoreline Beach-Northern County Border","Private stretch along Keweenaw Bay on northern edge of County Border","MI","BARAGA","Lake Superior","Still Water","Historical","Private","Private","N","3"
"2017","MI226960","Private Shoreline Beach-Northern County Border","Private stretch along Keweenaw Bay on northern edge of County Border","MI","BARAGA","Lake Superior","Still Water","Historical","Private","Private","N","3"
"2018","MI595080","Private Shoreline Beach-Pequming Road","Private stretch along Pequming Rd north of L'Anse","MI","BARAGA","Lake Superior","Still Water","Historical","Private","Private","N","3"
"2017","MI595080","Private Shoreline Beach-Pequming Road","Private stretch along Pequming Rd north of L'Anse","MI","BARAGA","Lake Superior","Still Water","Historical","Private","Private","N","3"
"2018","MI971742","Private Shoreline Beach-Rock Beach to Pequaming Pt","Private stretch from Rock Beach Point to Pequaming Point","MI","BARAGA","Lake Superior","Still Water","Historical","Private","Private","N","3"
"2017","MI971742","Private Shoreline Beach-Rock Beach to Pequaming Pt","Private stretch from Rock Beach Point to Pequaming Point","MI","BARAGA","Lake Superior","Still Water","Historical","Private","Private","N","3"
"2018","MI611519","Private Shoreline Beach-Slate River Falls Area","Private stretch on Huron Bay south of Arvon Park","MI","BARAGA","Lake Superior","Still Water","Historical","Private","Private","N","3"
"2017","MI611519","Private Shoreline Beach-Slate River Falls Area","Private stretch on Huron Bay south of Arvon Park","MI","BARAGA","Lake Superior","Still Water","Historical","Private","Private","N","3"
"2018","MI492490","Private Shoreline Beach-South End of Keweenaw Bay","Private stretch in between L'Anse and Baraga State Park","MI","BARAGA","Lake Superior","Still Water","Historical","Private","Private","N","3"
"2017","MI492490","Private Shoreline Beach-South End of Keweenaw Bay","Private stretch in between L'Anse and Baraga State Park","MI","BARAGA","Lake Superior","Still Water","Historical","Private","Private","N","3"
"2018","MI927381","Private Shoreline Beach-South West of Point Abbaye","Small stretch near Point Abbaye","MI","BARAGA","Lake Superior","Still Water","Historical","Private","Private","N","3"
"2017","MI927381","Private Shoreline Beach-South West of Point Abbaye","Small stretch near Point Abbaye","MI","BARAGA","Lake Superior","Still Water","Historical","Private","Private","N","3"
"2018","MI443853","Public Shoreline Beach-Cooper Country Huron Bay","Public shoreline on Huron Bay in Cooper Country State Forest","MI","BARAGA","Lake Superior","Still Water","No advisory or closure","Public","Public","Y","3"
"2017","MI443853","Public Shoreline Beach-Cooper Country Huron Bay","Public shoreline on Huron Bay in Cooper Country State Forest","MI","BARAGA","Lake Superior","Still Water","No advisory or closure","Public","Public","Y","3"
"2018","MI216517","Public Shoreline Beach-Northwest Abbaye Peninsula","Cooper Country State Forest on n Abbaye Peninsula-Keweenaw Bay","MI","BARAGA","Lake Superior","Still Water","No advisory or closure","Public","Public","Y","3"
"2017","MI216517","Public Shoreline Beach-Northwest Abbaye Peninsula","Cooper Country State Forest on n Abbaye Peninsula-Keweenaw Bay","MI","BARAGA","Lake Superior","Still Water","No advisory or closure","Public","Public","Y","3"
"2018","MI843340","Public Shoreline Beach-Point Abbaye","Stretch along Point Abbaye","MI","BARAGA","Lake Superior","Still Water","No advisory or closure","Public","Public","Y","3"
"2017","MI843340","Public Shoreline Beach-Point Abbaye","Stretch along Point Abbaye","MI","BARAGA","Lake Superior","Still Water","No advisory or closure","Public","Public","Y","3"
"2018","MI182283","Public Shoreline Beach-SE End of Huron Bay","Public stretch on the South East side of Huron Bay near the mouth of the Silver River","MI","BARAGA","Lake Superior","Still Water","Historical","Private","Private","N","3"
"2017","MI182283","Public Shoreline Beach-SE End of Huron Bay","Public stretch on the South East side of Huron Bay near the mouth of the Silver River","MI","BARAGA","Lake Superior","Still Water","Historical","Private","Private","N","3"
"2018","MI722333","Public Shoreline Beach-Sand Point","Stretch at Sand Point","MI","BARAGA","Lake Superior","Still Water","No advisory or closure","Public","Public","Y","3"
"2017","MI722333","Public Shoreline Beach-Sand Point","Stretch at Sand Point","MI","BARAGA","Lake Superior","Still Water","No advisory or closure","Public","Public","Y","3"
"2018","MI001499","Second Sands Beach","Second Sand Beach Road at Sand Bay in L'Anse Township","MI","BARAGA","Lake Superior","Still Water","No advisory or closure","Public","Public","Y","3"
"2017","MI001499","Second Sands Beach","Second Sand Beach Road at Sand Bay in L'Anse Township","MI","BARAGA","Lake Superior","Still Water","No advisory or closure","Public","Public","Y","3"
"2018","MA690649","333 Commercial Street","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA690649","333 Commercial Street","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA720593","451 Commercial Street","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA720593","451 Commercial Street","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA576153","593 Commercial Street","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA576153","593 Commercial Street","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA323358","637 Commercial Street","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA323358","637 Commercial Street","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA280847","Acapesket Improvement Association","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2017","MA280847","Acapesket Improvement Association","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2018","MA860803","Allen Harbor","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2017","MA860803","Allen Harbor","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2018","MA356010","Andrew Harding Lane Beach","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA356010","Andrew Harding Lane Beach","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA244219","Atkins Lane","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA244219","Atkins Lane","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA751175","Atlantic Avenue","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA914656","Atlantic Avenue","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA751175","Atlantic Avenue","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA914656","Atlantic Avenue","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA344031","Ballston","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","3"
"2017","MA344031","Ballston","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","3"
"2018","MA987337","Bank Street - Bayview Rd","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA987337","Bank Street - Bayview Rd","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA042789","Barlows Landing","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA042789","Barlows Landing","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA838168","Barnstable Yacht Club","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2017","MA838168","Barnstable Yacht Club","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2018","MA368655","Bass River East","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA368655","Bass River East","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA710318","Bass River West","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA710318","Bass River West","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA753563","Baxter Avenue","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA753563","Baxter Avenue","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA106012","Bay Road","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA106012","Bay Road","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA730450","Bayshore Homeowners Association","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2017","MA730450","Bayshore Homeowners Association","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2018","MA736353","Bayview","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA736353","Bayview","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA326666","Bayview Street","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA326666","Bayview Street","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA640852","Beach Point Landing","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA640852","Beach Point Landing","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA909064","Bikepath Beach (Trunk River) - East","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA909064","Bikepath Beach (Trunk River) - East","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA946610","Bikepath Beach (Trunk River) - West","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA946610","Bikepath Beach (Trunk River) - West","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA813829","Boat Meadow","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA813829","Boat Meadow","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA301176","Bone Hill","Sampling Point","MA","BARNSTABLE","-","-","Historical","Public","Public","N","2"
"2017","MA301176","Bone Hill","Sampling Point","MA","BARNSTABLE","-","-","Historical","Public","Public","N","2"
"2018","MA366029","Bowerman Beach Club","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2017","MA366029","Bowerman Beach Club","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2018","MA695584","Breakwater Landing","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA695584","Breakwater Landing","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA824643","Brewster Dunes","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2017","MA824643","Brewster Dunes","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2018","MA260834","Briarwood Marine and Science","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","Historical","Private","Private","N","2"
"2017","MA260834","Briarwood Marine and Science","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","Historical","Private","Private","N","2"
"2018","MA369431","Bridge Street","Sampling Point","MA","BARNSTABLE","Atlantic Ocean","Open Coast","Historical","Public","Public","N","2"
"2017","MA369431","Bridge Street","Sampling Point","MA","BARNSTABLE","Atlantic Ocean","Open Coast","Historical","Public","Public","N","2"
"2018","MA703173","Bristol - East","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA703173","Bristol - East","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA862458","Bristol - West","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA862458","Bristol - West","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA823214","Brooks Road","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","3"
"2017","MA823214","Brooks Road","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","3"
"2018","MA532575","Bucks Creek","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA532575","Bucks Creek","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA380639","Burton Baker","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA380639","Burton Baker","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA523978","Cahoon Hollow","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA523978","Cahoon Hollow","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA824315","Callies Beach","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","3"
"2017","MA824315","Callies Beach","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","3"
"2018","MA113854","Campground","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA113854","Campground","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA111392","Cape Cod Sea Camps (Bay)","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Private","N","2"
"2017","MA111392","Cape Cod Sea Camps (Bay)","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Private","N","2"
"2018","MA672665","Carleton Shores","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2017","MA672665","Carleton Shores","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2018","MA216020","Cataumet Harbor","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA216020","Cataumet Harbor","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA485433","Cedar Point Association","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2017","MA485433","Cedar Point Association","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2018","MA841187","Chapin Memorial","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA841187","Chapin Memorial","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA626369","Chapoquoit","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA626369","Chapoquoit","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA465792","Chapoquoit Associates - Front Beach","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2017","MA465792","Chapoquoit Associates - Front Beach","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2018","MA305868","Chapoquoit Associates - Little Beach","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2017","MA305868","Chapoquoit Associates - Little Beach","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2018","MA201316","Chatham Bars Inn","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Private","N","2"
"2017","MA201316","Chatham Bars Inn","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Private","N","2"
"2018","MA912395","Chequesset Yacht and Country Club","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2017","MA912395","Chequesset Yacht and Country Club","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2018","MA336880","Clipper Lane","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA336880","Clipper Lane","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA193100","Coast Guard (National Seashore)","Marine Public Beach","MA","BARNSTABLE","-","-","Historical","Public","Public","N","2"
"2017","MA193100","Coast Guard (National Seashore)","Marine Public Beach","MA","BARNSTABLE","-","-","Historical","Public","Public","N","2"
"2018","MA452060","Coast Guard - 1","Sampling Point 1","MA","BARNSTABLE","Atlantic Ocean","Open Coast","Historical","Public","Public","N","2"
"2017","MA452060","Coast Guard - 1","Sampling Point 1","MA","BARNSTABLE","Atlantic Ocean","Open Coast","Historical","Public","Public","N","2"
"2018","MA795212","Coast Guard - 2","Sampling Point 2","MA","BARNSTABLE","Atlantic Ocean","Open Coast","Historical","Public","Public","N","2"
"2017","MA795212","Coast Guard - 2","Sampling Point 2","MA","BARNSTABLE","Atlantic Ocean","Open Coast","Historical","Public","Public","N","2"
"2018","MA752288","Coast Guard Town","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","3"
"2017","MA752288","Coast Guard Town","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","3"
"2018","MA633929","Cockle Cove","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA633929","Cockle Cove","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA028505","Cockle Cove Creek at Parking Lot","Marine Public Beach","MA","BARNSTABLE","-","-","Historical","Public","Public","N","2"
"2017","MA028505","Cockle Cove Creek at Parking Lot","Marine Public Beach","MA","BARNSTABLE","-","-","Historical","Public","Public","N","2"
"2018","MA923646","Cockle Cove Creek at Ridgevale Bridge","Marine Public Beach","MA","BARNSTABLE","-","-","Historical","Public","Public","N","2"
"2017","MA923646","Cockle Cove Creek at Ridgevale Bridge","Marine Public Beach","MA","BARNSTABLE","-","-","Historical","Public","Public","N","2"
"2018","MA503949","Cold Storage","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA503949","Cold Storage","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA833228","Cold Storage/Pond Village","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","3"
"2017","MA833228","Cold Storage/Pond Village","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","3"
"2018","MA562661","Cole Road","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA562661","Cole Road","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA447546","Colonial Acres East","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA447546","Colonial Acres East","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA307654","Colonial Acres West","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA307654","Colonial Acres West","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA920751","Columbus Avenue","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA920751","Columbus Avenue","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA408301","Cook's Brook","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA408301","Cook's Brook","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA948260","Cordwood Road","Sampling Point","MA","BARNSTABLE","Atlantic Ocean","Open Coast","Historical","Public","Public","N","2"
"2017","MA948260","Cordwood Road","Sampling Point","MA","BARNSTABLE","Atlantic Ocean","Open Coast","Historical","Public","Public","N","2"
"2018","MA289622","Corn Hill","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","3"
"2017","MA289622","Corn Hill","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","3"
"2018","MA992505","Corporation","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA992505","Corporation","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA213542","Cotuit Bay Shores Association","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2017","MA213542","Cotuit Bay Shores Association","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2018","MA902745","Court Street","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA902745","Court Street","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA341447","Covell's","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA341447","Covell's","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA613743","Craigville","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA613743","Craigville","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA425772","Craigville Beach Club","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2017","MA425772","Craigville Beach Club","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2018","MA302057","Cranberry Hill","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2017","MA302057","Cranberry Hill","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2018","MA394028","Crocker's Neck","Sampling Point","MA","BARNSTABLE","-","-","Historical","Public","Public","N","2"
"2017","MA394028","Crocker's Neck","Sampling Point","MA","BARNSTABLE","-","-","Historical","Public","Public","N","2"
"2018","MA604733","Crosby Landing","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA604733","Crosby Landing","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA565565","Cross Street","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA565565","Cross Street","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA837294","Crow's Nest (496 Shore Rd)","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2017","MA837294","Crow's Nest (496 Shore Rd)","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2018","MA634415","Dowses","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA634415","Dowses","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA325595","Duck Harbor","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA325595","Duck Harbor","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA156826","Dune's Colony (648 Shore Rd)","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2017","MA156826","Dune's Colony (648 Shore Rd)","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2018","MA957865","Dyer Prince","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA957865","Dyer Prince","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA472170","Earle Road","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","3"
"2017","MA472170","Earle Road","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","3"
"2018","MA245042","East Sandwich","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA245042","East Sandwich","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA224544","Electric Avenue","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","3"
"2017","MA224544","Electric Avenue","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","3"
"2018","MA771599","Ellis Landing","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA771599","Ellis Landing","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA282126","Ellis Landing Park Condominiums","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2017","MA282126","Ellis Landing Park Condominiums","Marine Semi-Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Private","Private","N","2"
"2018","MA124039","Englewood","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA124039","Englewood","Marine Public Beach","MA","BARNSTABLE","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA804678","Estey Avenue","Sampling Point","MA","BARNSTABLE","Atlantic Ocean","Open Coast","Historical","Public","Public","N","2"
